Distance_(pixels),Gray_Value
2129,5.000
2130,5.000
2131,5.000
2132,5.000
2133,4.919
2134,4.000
2135,4.000
2136,4.081
2137,5.081
2138,6.000
2139,6.000
2140,5.919
2141,5.081
2142,6.000
2143,6.000
2144,5.919
2145,4.919
2146,4.081
2147,5.000
2148,5.000
2149,5.000
2150,5.000
2151,5.000
2152,5.000
2153,5.081
2154,6.000
2155,6.000
2156,6.000
2157,6.000
2158,6.000
2159,6.000
2160,6.000
2161,6.000
2162,5.918
2163,5.000
2164,5.000
2165,5.000
2166,5.000
2167,5.082
2168,5.918
2169,5.000
2170,5.000
2171,5.000
2172,5.000
2173,5.000
2174,5.000
2175,5.000
2176,5.082
2177,6.000
2178,6.000
2179,5.918
2180,5.000
2181,5.000
2182,5.000
2183,5.000
2184,5.000
2185,5.083
2186,6.000
2187,6.000
2188,6.000
2189,5.917
2190,5.083
2191,6.000
2192,6.000
2193,5.917
2194,5.083
2195,6.000
2196,6.083
2197,7.000
2198,7.000
2199,6.917
2200,5.917
2201,5.000
2202,5.000
2203,5.000
2204,5.083
2205,6.000
2206,6.000
2207,6.000
2208,6.000
2209,6.000
2210,6.000
2211,6.000
2212,6.084
2213,7.000
2214,7.000
2215,6.916
2216,6.167
2217,8.167
2218,10.167
2219,12.251
2220,15.251
2221,18.000
2222,17.916
2223,16.832
2224,14.916
2225,14.168
2226,17.009
2227,29.345
2228,46.524
2229,76.525
2230,106.610
2231,136.938
2232,159.601
2233,177.000
2234,176.494
2235,169.312
2236,149.058
2237,125.804
2238,99.972
2239,76.140
2240,54.731
2241,39.900
2242,27.238
2243,18.746
2244,15.831
2245,14.000
2246,14.085
2247,15.170
2248,17.000
2249,16.915
2250,16.085
2251,17.255
2252,20.425
2253,26.276
2254,41.872
2255,65.236
2256,103.237
2257,140.557
2258,169.876
2259,191.194
2260,203.232
2261,193.634
2262,176.779
2263,150.607
2264,122.264
2265,90.776
2266,64.947
2267,41.973
2268,30.144
2269,20.572
2270,15.829
2271,13.914
2272,12.914
2273,11.914
2274,11.086
2275,12.172
2276,14.086
2277,15.086
2278,16.172
2279,18.430
2280,23.775
2281,33.292
2282,49.499
2283,79.017
2284,114.105
2285,149.761
2286,180.985
2287,202.604
2288,208.568
2289,201.753
2290,175.406
2291,145.145
2292,112.317
2293,81.749
2294,56.441
2295,38.614
2296,23.567
2297,18.566
2298,13.826
2299,11.913
2300,11.000
2301,10.913
2302,9.913
2303,9.174
2304,11.087
2305,12.174
2306,14.348
2307,18.348
2308,22.349
2309,26.697
2310,35.396
2311,52.356
2312,79.706
2313,112.192
2314,159.757
2315,201.273
2316,226.312
2317,240.612
2318,244.724
2319,218.198
2320,185.233
2321,142.494
2322,102.931
2323,68.895
2324,45.245
2325,26.385
2326,19.649
2327,15.912
2328,14.824
2329,12.736
2330,10.088
2331,11.000
2332,11.000
2333,11.000
2334,11.000
2335,11.088
2336,12.088
2337,13.265
2338,16.353
2339,20.618
2340,28.237
2341,42.679
2342,63.095
2343,98.362
2344,136.894
2345,179.833
2346,211.303
2347,234.911
2348,233.025
2349,219.807
2350,183.362
2351,141.917
2352,96.981
2353,63.512
2354,36.933
2355,25.200
2356,16.644
2357,13.000
2358,13.089
2359,13.911
2360,12.911
2361,12.089
2362,13.000
2363,13.089
2364,13.911
2365,13.000
2366,13.089
2367,14.000
2368,13.911
2369,13.089
2370,14.089
2371,15.716
2372,24.075
2373,36.613
2374,55.689
2375,86.049
2376,120.499
2377,159.141
2378,193.155
2379,215.539
2380,220.191
2381,209.393
2382,179.942
2383,145.131
2384,102.759
2385,67.569
2386,41.559
2387,26.099
2388,16.910
2389,15.910
2390,15.090
2391,16.000
2392,16.000
2393,16.000
2394,16.090
2395,16.910
2396,16.000
2397,16.000
2398,16.000
2399,16.000
2400,16.091
2401,17.363
2402,21.726
2403,30.089
2404,42.271
2405,57.270
2406,82.180
2407,106.272
2408,131.091
2409,154.183
2410,176.273
2411,178.727
2412,174.179
2413,153.722
2414,128.266
2415,98.720
2416,73.902
2417,51.905
2418,40.178
2419,31.452
2420,25.634
2421,21.726
2422,18.726
2423,15.817
2424,13.908
2425,13.000
2426,13.000
2427,13.092
2428,14.092
2429,15.092
2430,16.092
2431,17.000
2432,17.000
2433,16.908
2434,16.000
2435,15.908
2436,14.724
2437,11.816
2438,9.908
2439,8.908
2440,7.908
2441,7.000
2442,7.000
2443,6.908
2444,6.000
2445,6.000
2446,6.092
2447,7.000
2448,7.000
2449,6.908
2450,6.093
2451,7.093
2452,8.000
2453,7.907
2454,7.000
2455,7.000
2456,7.000
2457,7.000
2458,7.000
2459,7.000
2460,7.000
2461,6.907
2462,6.000
2463,6.093
2464,7.000
2465,6.907
2466,6.000
2467,6.093
2468,6.907
2469,6.000
2470,6.000
2471,6.000
2472,6.000
2473,6.000
2474,6.000
2475,6.000
2476,6.093
2477,7.000
2478,7.000
2479,6.906
2480,6.000
2481,6.094
2482,7.000
2483,7.000
2484,6.906
2485,6.000
2486,6.094
2487,7.000
2488,6.906
2489,5.906
2490,5.000
2491,5.000
2492,5.094
2493,6.000
2494,6.094
2495,6.906
2496,6.000
2497,6.094
2498,7.000
2499,7.000
2500,6.906
2501,6.000
2502,6.000
2503,6.000
2504,6.095
2505,7.000
2506,7.000
2507,7.000
2508,7.000
2509,6.905
2510,6.000
2511,6.000
2512,6.000
2513,6.000
2514,6.000
2515,6.000
2516,6.000
2517,6.000
2518,6.000
2519,6.000
2520,6.000
2521,6.000
2522,6.000
2523,6.000
2524,6.000
2525,6.000
2526,6.000
2527,6.000
2528,6.000
2529,6.000
2530,6.000
2531,6.000
2532,6.000
2533,6.000
2534,6.000
2535,6.000
2536,6.000
2537,6.000
2538,6.000
2539,6.000
2540,6.096
2541,6.904
2542,5.904
2543,5.096
2544,6.000
2545,6.000
2546,6.000
2547,6.000
2548,6.000
2549,6.000
2550,6.000
2551,6.000
2552,6.000
2553,6.000
2554,6.000
2555,6.000
2556,6.000
2557,5.903
2558,5.097
2559,6.097
2560,6.903
2561,5.903
2562,5.000
2563,5.000
2564,5.000
2565,5.000
2566,5.097
2567,6.000
2568,6.000
2569,6.000
2570,6.000
2571,5.903
2572,5.097
2573,6.000
2574,6.000
2575,6.000
2576,5.903
2577,5.097
2578,6.000
2579,5.903
2580,5.000
2581,5.097
2582,6.000
2583,5.902
2584,5.000
2585,5.000
2586,5.098
2587,6.000
2588,6.000
2589,5.902
2590,5.000
2591,5.000
2592,5.000
2593,5.000
2594,5.000
2595,5.000
2596,5.000
2597,5.000
2598,5.000
2599,5.098
2600,6.000
2601,6.000
2602,6.000
2603,5.902
2604,5.000
2605,5.000
2606,4.902
2607,4.098
2608,5.000
2609,5.000
2610,5.000
2611,5.000
2612,5.000
2613,5.000
2614,5.000
2615,5.000
2616,5.099
2617,6.000
2618,6.000
2619,5.901
2620,5.000
2621,5.000
2622,5.000
2623,5.000
2624,5.000
2625,5.000
2626,5.000
2627,5.099
2628,6.000
2629,6.000
2630,5.901
2631,5.000
2632,5.000
2633,5.000
2634,5.000
2635,5.000
2636,5.000
2637,5.000
2638,5.000
2639,5.000
2640,5.000
2641,5.000
2642,5.000
2643,5.000
2644,5.000
2645,5.000
2646,5.100
2647,5.900
2648,5.000
2649,4.900
2650,4.100
2651,5.100
2652,5.900
2653,5.000
2654,5.000
2655,5.000
2656,5.000
2657,5.000
2658,5.000
2659,5.000
2660,5.000
2661,5.000
2662,5.000
2663,5.000
2664,5.101
2665,6.000
2666,6.000
2667,6.000
2668,6.000
2669,5.899
2670,5.000
2671,5.000
2672,5.101
2673,6.000
2674,5.899
2675,5.000
2676,5.000
2677,5.000
2678,4.899
2679,4.101
2680,5.000
2681,5.000
2682,5.000
2683,5.000
2684,5.000
2685,5.000
2686,5.000
2687,5.000
2688,5.000
2689,5.102
2690,5.898
2691,5.102
2692,6.000
2693,5.898
2694,5.000
2695,5.000
2696,5.000
2697,5.000
2698,5.000
2699,5.102
2700,5.898
2701,5.000
2702,5.102
2703,6.000
2704,6.000
2705,5.898
2706,5.000
2707,5.000
2708,5.000
2709,5.000
2710,5.102
2711,6.000
2712,5.898
2713,5.000
2714,5.000
2715,5.000
2716,5.103
2717,6.000
2718,5.897
2719,5.000
2720,4.897
2721,4.103
2722,5.000
2723,5.000
2724,5.000
2725,5.000
2726,5.000
2727,5.103
2728,6.000
2729,5.897
2730,5.000
2731,5.000
2732,5.000
2733,4.897
2734,4.103
2735,5.000
2736,5.000
2737,5.000
2738,5.000
2739,5.000
2740,5.000
2741,5.000
2742,5.000
2743,5.000
2744,5.000
2745,5.000
2746,5.000
2747,5.000
2748,5.000
2749,5.000
2750,5.000
2751,5.000
2752,5.000
2753,4.896
2754,4.000
2755,4.000
2756,4.104
2757,5.000
2758,4.896
2759,4.104
2760,5.000
2761,5.000
2762,5.000
2763,5.104
2764,6.000
2765,6.000
2766,5.896
2767,5.000
2768,5.000
2769,5.000
2770,5.000
2771,5.000
2772,5.000
2773,5.000
2774,5.000
2775,4.895
2776,4.105
2777,5.105
2778,6.000
2779,5.895
2780,5.000
2781,5.000
2782,4.895
2783,4.105
2784,5.105
2785,6.000
2786,5.895
2787,5.000
2788,5.000
2789,5.000
2790,4.895
2791,4.000
2792,4.105
2793,5.000
2794,5.000
2795,5.000
2796,4.894
2797,4.000
2798,4.106
2799,5.000
2800,5.000
2801,5.000
2802,4.894
2803,4.106
2804,5.000
2805,5.106
2806,6.000
2807,6.000
2808,5.894
2809,5.000
2810,5.000
2811,5.106
2812,5.894
2813,5.000
2814,5.000
2815,5.000
2816,5.106
2817,5.894
2818,5.000
2819,5.000
2820,5.000
2821,5.107
2822,6.000
2823,6.000
2824,6.000
2825,5.893
2826,5.000
2827,5.000
2828,5.000
2829,5.000
2830,5.000
2831,5.000
2832,5.000
2833,5.000
2834,5.107
2835,6.000
2836,5.893
2837,5.000
2838,5.107
2839,6.000
2840,5.893
2841,5.000
2842,5.000
2843,5.000
2844,5.000
2845,5.000
2846,5.000
2847,5.000
2848,5.000
2849,5.000
2850,5.000
2851,5.000
2852,5.000
2853,5.000
2854,5.000
2855,5.000
2856,5.000
2857,5.000
2858,5.000
2859,5.000
2860,5.000
2861,5.000
2862,5.000
2863,5.000
2864,5.000
2865,5.000
2866,5.000
2867,5.000
2868,5.000
2869,5.000
2870,5.000
2871,5.000
2872,5.108
2873,5.892
2874,5.000
2875,5.000
2876,5.000
2877,5.000
2878,5.109
2879,6.109
2880,6.891
2881,5.891
2882,5.000
2883,5.000
2884,5.109
2885,6.000
2886,5.891
2887,5.000
2888,5.109
2889,6.000
2890,6.000
2891,5.891
2892,5.000
2893,5.000
2894,5.000
2895,5.000
2896,5.000
2897,5.000
2898,5.000
2899,5.109
2900,5.891
2901,5.000
2902,5.000
2903,5.000
2904,5.000
2905,5.000
2906,5.000
2907,5.000
2908,5.000
2909,5.000
2910,5.000
2911,5.110
2912,6.000
2913,5.890
2914,5.000
2915,5.000
2916,5.000
2917,5.110
2918,5.890
2919,5.000
2920,5.000
2921,5.000
2922,5.000
2923,5.110
2924,5.890
2925,4.890
2926,4.110
2927,5.111
2928,5.889
2929,5.000
2930,5.000
2931,5.000
2932,5.000
2933,5.000
2934,5.000
2935,5.000
2936,5.000
2937,5.111
2938,5.889
2939,5.000
2940,5.111
2941,6.000
2942,5.889
2943,5.000
2944,5.000
2945,5.000
2946,5.000
2947,5.000
2948,5.111
2949,5.889
2950,5.000
2951,5.000
2952,5.000
2953,5.000
2954,5.000
2955,5.000
2956,5.112
2957,5.888
2958,5.000
2959,5.000
2960,5.000
2961,5.000
2962,5.000
2963,5.000
2964,5.000
2965,5.000
2966,5.112
2967,5.888
2968,5.000
2969,5.000
2970,5.000
2971,5.000
2972,5.000
2973,5.000
2974,5.112
2975,6.000
2976,6.000
2977,6.000
2978,6.000
2979,5.888
2980,5.000
2981,5.000
2982,5.000
2983,5.113
2984,6.000
2985,5.887
2986,5.000
2987,5.000
2988,5.113
2989,5.887
2990,5.000
2991,5.000
2992,5.000
2993,4.887
2994,4.113
2995,5.000
2996,5.000
2997,4.887
2998,4.113
2999,5.000
3000,5.000
3001,5.000
3002,5.000
3003,5.000
3004,5.000
3005,5.000
3006,5.000
3007,5.000
3008,5.000
3009,4.886
3010,4.114
3011,5.000
3012,5.000
3013,5.000
3014,5.000
3015,5.000
3016,5.000
3017,4.886
3018,4.114
3019,5.000
3020,5.000
3021,5.000
3022,5.000
3023,5.000
3024,4.886
3025,4.114
3026,5.000
3027,5.000
3028,5.000
3029,4.886
3030,4.114
3031,5.000
3032,5.000
3033,5.115
3034,5.885
3035,5.000
3036,5.000
3037,5.000
3038,5.000
3039,5.115
3040,5.885
3041,5.000
3042,5.115
3043,6.000
3044,5.885
3045,5.000
3046,5.000
3047,5.000
3048,5.000
3049,5.000
3050,5.000
3051,5.000
3052,5.115
3053,6.000
3054,6.000
3055,6.000
3056,5.885
3057,5.000
3058,5.000
3059,5.116
3060,5.884
3061,5.000
3062,5.116
3063,6.000
3064,6.000
3065,5.884
3066,5.000
3067,5.000
3068,5.000
3069,4.884
3070,4.000
3071,4.000
3072,4.000
3073,4.232
3074,6.000
3075,6.000
3076,5.884
3077,5.000
3078,5.116
3079,6.000
3080,6.000
3081,6.000
3082,6.000
3083,6.000
3084,6.000
3085,5.884
3086,5.000
3087,5.000
3088,5.000
3089,5.000
3090,5.117
3091,6.000
3092,5.883
3093,5.000
3094,5.117
3095,6.000
3096,6.000
3097,6.000
3098,6.000
3099,5.883
3100,5.117
3101,6.000
3102,5.883
3103,5.000
3104,5.000
3105,5.117
3106,6.000
3107,6.000
3108,6.000
3109,6.117
3110,6.883
3111,5.883
3112,5.000
3113,5.000
3114,5.000
3115,5.000
3116,5.000
3117,5.118
3118,6.000
3119,5.882
3120,5.000
3121,5.000
3122,5.000
3123,5.118
3124,5.882
3125,5.000
3126,5.000
3127,4.882
3128,4.000
3129,4.118
3130,5.000
3131,5.000
3132,5.000
3133,5.000
3134,5.118
3135,6.000
3136,6.000
3137,6.000
3138,6.000
3139,6.000
3140,6.000
3141,6.000
3142,5.881
3143,4.881
3144,4.119
3145,5.000
3146,5.000
3147,5.000
3148,5.119
3149,5.881
3150,5.000
3151,5.119
3152,6.000
3153,6.000
3154,6.000
3155,6.000
3156,5.881
3157,5.000
3158,5.000
3159,5.000
3160,4.881
3161,4.000
3162,4.000
3163,4.000
3164,4.119
3165,5.000
3166,5.120
3167,6.000
3168,6.000
3169,6.000
3170,5.880
3171,5.120
3172,6.000
3173,5.880
3174,5.000
3175,5.120
3176,6.000
3177,6.000
3178,5.880
3179,5.000
3180,5.000
3181,5.000
3182,5.000
3183,5.000
3184,5.000
3185,5.120
3186,5.880
3187,4.880
3188,4.000
3189,4.120
3190,5.000
3191,5.000
3192,5.121
3193,6.000
3194,5.879
3195,5.000
3196,5.121
3197,6.000
3198,6.000
3199,6.000
3200,6.000
3201,6.000
3202,6.000
3203,6.000
3204,5.879
3205,5.000
3206,5.000
3207,5.000
3208,5.000
3209,5.000
3210,5.000
3211,5.000
3212,5.000
3213,5.121
3214,5.879
3215,5.000
3216,5.121
3217,6.000
3218,5.878
3219,5.000
3220,5.000
3221,5.000
3222,5.000
3223,5.000
3224,5.000
3225,5.122
3226,5.878
3227,5.000
3228,5.122
3229,6.000
3230,5.878
3231,5.000
3232,5.000
3233,5.122
3234,6.000
3235,5.878
3236,5.000
3237,5.000
3238,5.000
3239,5.000
3240,5.122
3241,5.878
3242,5.000
3243,5.122
3244,6.000
3245,5.877
3246,5.000
3247,5.000
3248,5.000
3249,5.000
3250,5.000
3251,5.000
3252,5.000
3253,5.000
3254,5.000
3255,5.000
3256,5.000
3257,5.000
3258,5.123
3259,6.000
3260,6.000
3261,6.000
3262,5.877
3263,5.000
3264,5.000
3265,5.123
3266,6.000
3267,5.877
3268,5.000
3269,5.000
3270,5.123
3271,6.000
3272,5.876
3273,5.000
3274,5.124
3275,6.000
3276,5.876
3277,5.000
3278,5.000
3279,5.000
3280,5.000
3281,4.876
3282,4.124
3283,5.124
3284,6.000
3285,5.876
3286,5.000
3287,5.000
3288,5.000
3289,5.000
3290,5.000
3291,5.000
3292,5.000
3293,5.000
3294,5.124
3295,6.000
3296,5.876
3297,5.000
3298,5.000
3299,5.000
3300,5.000
3301,5.000
3302,5.125
3303,6.125
3304,6.875
3305,5.875
3306,5.000
3307,5.000
3308,5.125
3309,6.000
3310,5.875
3311,5.000
3312,5.000
3313,5.000
3314,5.000
3315,5.000
3316,5.000
3317,5.125
3318,6.000
3319,5.875
3320,5.000
3321,5.000
3322,5.125
3323,6.000
3324,6.000
3325,6.000
3326,5.874
3327,5.000
3328,5.126
3329,6.000
3330,5.874
3331,5.000
3332,5.126
3333,5.874
3334,5.000
3335,5.000
3336,5.126
3337,6.000
3338,5.874
3339,5.000
3340,5.000
3341,5.000
3342,5.126
3343,6.000
3344,6.000
3345,5.874
3346,5.000
3347,5.000
3348,5.126
3349,6.000
3350,6.000
3351,6.000
3352,6.000
3353,5.873
3354,5.000
3355,5.000
3356,5.127
3357,6.000
3358,6.000
3359,6.000
3360,6.000
3361,5.873
3362,5.000
3363,5.000
3364,5.127
3365,6.000
3366,5.873
3367,5.127
3368,6.000
3369,6.000
3370,5.873
3371,5.000
3372,5.000
3373,5.127
3374,5.873
3375,5.000
3376,5.000
3377,5.000
3378,5.128
3379,5.872
3380,5.000
3381,5.000
3382,5.000
3383,5.128
3384,6.000
3385,5.872
3386,5.000
3387,5.000
3388,5.128
3389,5.872
3390,5.000
3391,5.000
3392,5.128
3393,6.000
3394,6.000
3395,6.000
3396,6.000
3397,6.000
3398,5.872
3399,5.000
3400,4.872
3401,4.128
3402,5.128
3403,5.872
3404,5.000
3405,5.129
3406,6.000
3407,6.000
3408,5.871
3409,5.000
3410,5.129
3411,6.000
3412,6.000
3413,5.871
3414,5.000
3415,5.000
3416,5.000
3417,5.129
3418,5.871
3419,4.871
3420,4.258
3421,6.000
3422,6.000
3423,6.000
3424,5.871
3425,5.129
3426,6.000
3427,5.871
3428,5.000
3429,5.000
3430,5.000
3431,5.000
3432,5.130
3433,6.000
3434,5.870
3435,5.000
3436,5.000
3437,5.000
3438,5.000
3439,5.000
3440,5.130
3441,6.000
3442,6.000
3443,6.000
3444,6.000
3445,5.870
3446,5.000
3447,5.000
3448,5.000
3449,5.000
3450,5.000
3451,5.000
3452,5.000
3453,5.000
3454,5.130
3455,6.000
3456,6.000
3457,5.869
3458,5.000
3459,5.000
3460,5.000
3461,5.000
3462,5.000
3463,5.131
3464,6.000
3465,6.000
3466,5.869
3467,5.000
3468,5.131
3469,6.000
3470,6.000
3471,6.000
3472,6.000
3473,6.000
3474,6.000
3475,6.000
3476,6.000
3477,6.000
3478,5.869
3479,5.000
3480,5.000
3481,5.000
3482,5.000
3483,5.132
3484,6.000
3485,6.000
3486,6.000
3487,5.868
3488,5.000
3489,5.000
3490,5.000
3491,5.000
3492,5.000
3493,5.000
3494,5.000
3495,5.000
3496,5.000
3497,5.000
3498,5.000
3499,5.132
3500,5.868
3501,5.000
3502,5.000
3503,5.000
3504,5.000
3505,5.000
3506,5.000
3507,5.132
3508,6.000
3509,5.868
3510,5.000
3511,5.000
3512,5.000
3513,5.000
3514,5.133
3515,6.000
3516,6.000
3517,5.867
3518,5.133
3519,6.000
3520,6.000
3521,6.000
3522,6.000
3523,6.000
3524,6.000
3525,5.867
3526,5.000
3527,5.000
3528,5.000
3529,5.000
3530,5.133
3531,6.133
3532,6.867
3533,6.000
3534,5.867
3535,5.000
3536,5.134
3537,6.000
3538,5.866
3539,5.134
3540,6.000
3541,6.000
3542,6.000
3543,6.000
3544,6.000
3545,5.866
3546,5.134
3547,6.000
3548,6.000
3549,6.000
3550,6.000
3551,6.000
3552,6.000
3553,6.000
3554,6.000
3555,6.000
3556,6.000
3557,6.000
3558,6.000
3559,6.000
3560,6.000
3561,5.866
3562,5.000
3563,5.135
3564,6.000
3565,6.000
3566,5.865
3567,5.135
3568,5.865
3569,5.000
3570,5.000
3571,5.135
3572,6.000
3573,5.865
3574,5.000
3575,5.135
3576,6.000
3577,5.865
3578,5.000
3579,5.000
3580,5.000
3581,5.135
3582,6.000
3583,6.000
3584,6.000
3585,6.000
3586,5.865
3587,5.000
3588,5.000
3589,5.000
3590,5.000
3591,5.136
3592,6.000
3593,6.000
3594,6.000
3595,6.000
3596,5.864
3597,5.136
3598,6.000
3599,5.864
3600,5.000
3601,5.136
3602,6.000
3603,6.000
3604,6.000
3605,6.000
3606,6.000
3607,6.000
3608,6.000
3609,5.864
3610,5.000
3611,5.000
3612,5.000
3613,5.136
3614,6.000
3615,6.000
3616,6.000
3617,6.000
3618,6.000
3619,5.863
3620,5.000
3621,5.137
3622,6.000
3623,5.863
3624,5.000
3625,5.000
3626,5.137
3627,6.137
3628,6.726
3629,5.000
3630,5.000
3631,5.000
3632,5.000
3633,5.000
3634,5.137
3635,6.000
3636,6.000
3637,5.863
3638,5.000
3639,5.000
3640,5.000
3641,5.137
3642,6.000
3643,6.000
3644,5.862
3645,5.138
3646,6.000
3647,5.862
3648,5.000
3649,5.000
3650,5.000
3651,5.000
3652,5.000
3653,5.000
3654,5.000
3655,5.000
3656,5.000
3657,5.000
3658,5.000
3659,5.000
3660,5.138
3661,6.138
3662,6.862
3663,6.000
3664,6.000
3665,6.000
3666,5.862
3667,5.138
3668,6.000
3669,6.000
3670,5.861
3671,5.000
3672,5.000
3673,5.139
3674,5.861
3675,5.139
3676,6.000
3677,6.000
3678,6.000
3679,6.000
3680,6.000
3681,5.861
3682,5.000
3683,5.000
3684,5.139
3685,6.000
3686,6.000
3687,6.000
3688,6.000
3689,6.000
3690,6.000
3691,6.000
3692,5.861
3693,5.000
3694,5.000
3695,5.140
3696,6.000
3697,6.000
3698,6.000
3699,6.000
3700,5.860
3701,5.140
3702,6.000
3703,5.860
3704,5.000
3705,5.140
3706,5.860
3707,5.000
3708,5.000
3709,5.000
3710,5.000
3711,5.000
3712,4.860
3713,4.000
3714,4.000
3715,4.140
3716,5.000
3717,5.140
3718,6.000
3719,6.000
3720,5.860
3721,5.000
3722,5.000
3723,5.000
3724,5.000
3725,5.000
3726,5.000
3727,5.000
3728,5.000
3729,5.000
3730,5.141
3731,6.000
3732,6.000
3733,6.000
3734,5.859
3735,5.141
3736,6.000
3737,6.000
3738,6.000
3739,6.000
3740,6.000
3741,6.000
3742,6.000
3743,6.000
3744,6.000
3745,6.000
3746,5.859
3747,5.000
3748,5.142
3749,6.000
3750,6.000
3751,6.000
3752,6.000
3753,5.858
3754,5.142
3755,6.000
3756,6.000
3757,6.000
3758,5.858
3759,5.000
3760,5.000
3761,5.000
3762,5.000
3763,5.000
3764,5.000
3765,5.000
3766,5.000
3767,5.000
3768,5.142
3769,6.000
3770,6.000
3771,6.000
3772,6.000
3773,5.858
3774,5.000
3775,5.143
3776,5.857
3777,5.000
3778,5.143
3779,6.000
3780,5.857
3781,5.143
3782,6.000
3783,6.000
3784,6.000
3785,6.000
3786,5.857
3787,5.000
3788,5.000
3789,5.000
3790,5.000
3791,5.143
3792,6.143
3793,6.857
3794,5.857
3795,5.000
3796,5.000
3797,5.000
3798,5.143
3799,6.000
3800,6.000
3801,6.000
3802,6.000
3803,6.000
3804,6.000
3805,6.000
3806,6.000
3807,5.856
3808,5.000
3809,5.144
3810,6.000
3811,5.856
3812,5.000
3813,5.000
3814,5.000
3815,5.000
3816,5.000
3817,5.000
3818,5.000
3819,5.000
3820,5.144
3821,6.000
3822,6.000
3823,6.000
3824,5.856
3825,5.144
3826,6.000
3827,6.000
3828,6.000
3829,6.000
3830,6.000
3831,6.000
3832,6.000
3833,5.855
3834,5.000
3835,5.000
3836,5.000
3837,5.000
3838,5.000
3839,5.145
3840,6.000
3841,5.855
3842,5.000
3843,5.145
3844,5.855
3845,5.000
3846,5.000
3847,5.000
3848,5.000
3849,5.145
3850,6.145
3851,6.855
3852,6.000
3853,6.145
3854,6.854
3855,5.854
3856,5.146
3857,6.000
3858,6.000
3859,6.000
3860,6.000
3861,5.854
3862,5.000
3863,5.146
3864,6.000
3865,5.854
3866,5.146
3867,6.000
3868,5.854
3869,5.000
3870,5.146
3871,6.000
3872,6.000
3873,6.000
3874,6.000
3875,6.000
3876,6.000
3877,6.146
3878,6.854
3879,5.854
3880,5.000
3881,5.000
3882,5.147
3883,6.000
3884,6.000
3885,6.000
3886,5.853
3887,5.000
3888,5.000
3889,5.147
3890,5.853
3891,5.147
3892,6.000
3893,6.000
3894,6.000
3895,6.000
3896,6.000
3897,6.147
3898,7.000
3899,6.853
3900,5.853
3901,5.000
3902,5.147
3903,6.000
3904,6.000
3905,6.000
3906,5.853
3907,5.148
3908,6.148
3909,7.000
3910,6.852
3911,6.000
3912,6.000
3913,6.000
3914,6.000
3915,6.000
3916,5.852
3917,5.000
3918,5.148
3919,6.000
3920,6.000
3921,5.852
3922,5.148
3923,6.000
3924,6.000
3925,6.000
3926,6.000
3927,6.000
3928,6.148
3929,6.852
3930,6.000
3931,6.000
3932,6.000
3933,6.000
3934,6.000
3935,5.851
3936,5.000
3937,5.149
3938,6.000
3939,6.000
3940,6.000
3941,6.000
3942,6.000
3943,6.000
3944,5.851
3945,4.851
3946,4.149
3947,5.000
3948,5.000
3949,5.149
3950,6.000
3951,5.851
3952,5.000
3953,5.000
3954,5.149
3955,6.000
3956,6.000
3957,6.000
3958,5.851
3959,5.000
3960,4.850
3961,4.150
3962,5.150
3963,6.000
3964,6.000
3965,6.000
3966,6.000
3967,6.000
3968,6.000
3969,6.000
3970,6.000
3971,6.000
3972,6.000
3973,6.000
3974,6.000
3975,5.850
3976,5.150
3977,6.000
3978,6.000
3979,6.000
3980,6.000
3981,6.000
3982,5.850
3983,5.000
3984,5.000
3985,5.000
3986,5.000
3987,5.000
3988,5.000
3989,5.602
3990,8.849
3991,7.699
3992,5.849
3993,4.849
3994,4.151
3995,5.000
3996,5.000
3997,5.000
3998,5.151
3999,5.849
4000,5.000
4001,5.000
4002,5.151
4003,6.151
4004,6.849
4005,6.000
4006,6.000
4007,6.000
4008,6.000
4009,6.000
4010,6.000
4011,6.000
4012,6.000
4013,6.000
4014,6.000
4015,6.000
4016,5.848
4017,5.000
4018,5.000
4019,5.152
4020,6.000
4021,6.000
4022,5.848
4023,5.152
4024,6.000
4025,6.000
4026,6.000
4027,6.000
4028,6.000
4029,6.000
4030,5.848
4031,5.000
4032,5.152
4033,6.000
4034,6.000
4035,6.000
4036,6.000
4037,6.000
4038,6.000
4039,6.000
4040,6.000
4041,6.000
4042,6.000
4043,6.000
4044,6.000
4045,6.000
4046,6.000
4047,6.153
4048,6.847
4049,5.847
4050,5.000
4051,5.000
4052,5.153
4053,5.847
4054,5.000
4055,5.153
4056,6.000
4057,6.000
4058,6.000
4059,5.847
4060,5.000
4061,5.000
4062,5.000
4063,5.153
4064,6.000
4065,6.000
4066,6.000
4067,5.846
4068,5.000
4069,5.154
4070,6.000
4071,6.000
4072,6.000
4073,6.000
4074,6.000
4075,6.154
4076,6.846
4077,6.000
4078,6.000
4079,5.846
4080,5.000
4081,5.154
4082,6.000
4083,6.000
4084,6.000
4085,6.000
4086,6.000
4087,6.000
4088,6.000
4089,6.000
4090,6.000
4091,6.000
4092,6.000
4093,6.000
4094,6.000
4095,6.000
4096,6.000
4097,6.000
4098,6.000
4099,6.000
4100,6.000
4101,6.000
4102,5.845
4103,5.000
4104,5.000
4105,5.155
4106,6.000
4107,5.845
4108,5.000
4109,5.000
4110,5.000
4111,5.000
4112,5.155
4113,6.000
4114,6.000
4115,6.000
4116,6.000
4117,6.000
4118,6.000
4119,5.844
4120,5.156
4121,6.000
4122,6.000
4123,6.000
4124,6.000
4125,6.000
