filename,cx_global,cy_global,cx_local,cy_local,cx_corrected,cy_corrected,cx_corrected_err,cy_corrected_err,h_amp,h_mean,h_sigma,h_offset,h_area,h_amp_err,h_mean_err,h_sigma_err,h_offset_err,v_amp,v_mean,v_sigma,v_offset,v_area,v_amp_err,v_mean_err,v_sigma_err,v_offset_err,roi_sum
im_163.8deg_frame_1.bmp,1396,947,25,25,1395.9280213518352,947.5801517440053,0.040508404548958835,0.030550766099912002,216.81243567703743,24.928021351835184,4.375407586504465,16.462104461135304,2377.8948046199966,1.8204580275621798,0.040508404548958835,0.0460102539868717,0.7644628319093743,220.5915901564548,25.580151744005338,2.993097383507261,15.679867789180008,1655.0066106220106,1.9998830967866006,0.030550766099912002,0.03284236739871773,0.6281220090214507,57307.0
im_166.6deg_frame_1.bmp,1429,945,25,25,1428.1106591698067,945.3660032167971,0.049981337608874736,0.030621223005832022,201.46500483998594,24.110659169806716,4.362967786315585,16.374211036474687,2203.2894716055157,2.092648980814542,0.049981337608874736,0.05673587648023557,0.8766312440098769,204.08860661516695,25.366003216797132,2.8642701205225807,15.774261949791157,1465.286901349979,1.9349894659200864,0.030621223005832022,0.03278061170192476,0.5895317645935388,55744.0
im_169.3deg_frame_1.bmp,1459,943,25,25,1458.1863396356594,943.1944286436247,0.03572615399885108,0.0326907839459716,204.7686869326116,24.186339635659277,4.0597399201633,16.46441669328113,2083.779167009441,1.625114998038267,0.03572615399885108,0.03999497635787996,0.6412340848829369,205.09024265242266,25.1944286436248,2.7798586174496105,15.978327592471773,1429.083620363547,2.136872461171722,0.0326907839459716,0.034902706039598705,0.6378925426519949,54859.0
im_172.1deg_frame_1.bmp,1491,940,25,25,1490.1648280584996,940.6610842713108,0.03242599262491683,0.02736685352318502,214.87725028584185,24.164828058499534,4.028874508011675,15.61956249727543,2170.0218767415545,1.5588588962177246,0.03242599262491683,0.036251674031355895,0.6113034073011182,219.30151225365154,25.661084271310795,2.8231098138397606,15.84231450867496,1551.8842746128764,1.8844326298662277,0.02736685352318502,0.029258405087752765,0.5684755320553012,54962.0
im_175.0deg_frame_1.bmp,1523,938,25,25,1522.3372646467362,938.2541440126349,0.037299190318816684,0.03193640314411728,202.85202643419396,24.33726464673623,4.0400121366289,16.05512690930799,2054.2436562734574,1.6884265019315463,0.037299190318816684,0.04172004300767174,0.6635937652515987,199.15098748153338,25.254144012634942,2.8476729473073243,15.90897589738939,1421.5512051268295,1.9803631763794651,0.03193640314411728,0.03417043512266567,0.6009597007276487,54622.0
im_178.0deg_frame_1.bmp,1556,936,25,25,1555.7918271048356,935.8673297009994,0.04171518328916004,0.031692859966800824,190.288239576396,24.791827104835562,3.981322229739257,16.919628646397012,1899.0185686037755,1.7957231775588556,0.04171518328916004,0.046541356858583606,0.6974981700502662,190.6324154615914,24.867329700999417,3.118047329034526,15.441158259819568,1489.9420870089368,1.7236825207834037,0.031692859966800824,0.03421312777140179,0.5571659644695135,54942.0
im_181.1deg_frame_1.bmp,1591,933,25,25,1590.316715812442,933.3723983306073,0.0322398518787598,0.023922930338968074,171.43413654739786,24.31671581244194,3.943350160258342,16.329140951250377,1694.542952799304,1.2615846791084404,0.0322398518787598,0.03591165214586964,0.4862871106745177,172.93012239168507,25.372398330607282,3.152914987360361,15.466022056550734,1366.6988971591775,1.167746414568328,0.023922930338968074,0.025856112407803288,0.380457479314833,54034.0
im_184.2deg_frame_1.bmp,1625,931,25,25,1623.8133399125377,931.044349313193,0.05077407828937118,0.03524930145359918,167.24644186498278,23.81333991253758,3.991335867514108,18.07467157878826,1673.2664220451015,1.9165194804752823,0.05077407828937118,0.056672634788547206,0.7459195457619563,166.99945140248175,25.04434931319302,3.180637539757078,16.231349671219906,1331.4325162905538,1.6476940243239762,0.03524930145359918,0.03813419561952383,0.5401934401062182,53822.0
im_187.5deg_frame_1.bmp,1659,928,25,25,1657.7955254325593,928.1586426030437,0.053650028028775804,0.02751784241743846,161.33682878607434,23.79552543255935,4.040188805248161,18.02202721608017,1633.898640374333,1.9314645477809333,0.053650028028775804,0.060009358685873294,0.7591434188346111,159.96704301806074,25.158642603043802,3.237676536564399,16.315264416872626,1298.2367807242902,1.2113172577189297,0.02751784241743846,0.029829168113328027,0.4022256138421783,52926.0
im_191.0deg_frame_1.bmp,1694,925,25,25,1692.9629574586056,925.1032854341639,0.06360033884207557,0.05244392790756252,133.88430095526166,23.9629574586057,4.166485976989937,19.01469832116331,1398.2650871396454,1.846484290594657,0.06360033884207557,0.07153868327398487,0.7442193646549949,141.1508880421362,25.10328543416396,3.491140742934444,13.675793867649036,1235.2103057350203,1.895581820216129,0.05244392790756252,0.057373709903165676,0.6651994869618071,52180.0
im_194.7deg_frame_1.bmp,1729,922,25,25,1728.6941570154893,922.253395249596,0.07227872844773561,0.05402038584532651,111.76456715410208,24.69415701548927,4.3117503339042775,18.92107123975478,1207.946445938138,1.6971427585451087,0.07227872844773561,0.08184716377899559,0.7038706017135432,114.81644941967538,25.253395249596025,3.695557955680168,14.008208864620585,1063.5895565365277,1.504858220769606,0.05402038584532651,0.05956536398504811,0.5513385242122223,50533.0
im_198.6deg_frame_1.bmp,1765,920,25,25,1764.424760990564,919.5120597553229,0.080926618368164,0.09075837184846591,101.62668489757944,24.424760990564007,3.9866846795877033,19.068613250880002,1015.5693382781695,1.858183597852284,0.080926618368164,0.09030998296637151,0.7225361395946944,98.74655161235977,24.512059755322873,3.7475790739289003,16.727917224460203,927.6041388061174,2.145913857561179,0.09075837184846591,0.10028203471360266,0.7947269993474892,50033.0
im_202.9deg_frame_1.bmp,1800,918,25,25,1799.5855631263819,916.4221971591521,0.1169932850235166,0.15328130884467056,83.22005291669817,24.58556312638179,4.045312342223202,19.3428163303884,843.8591839542161,2.1699792053158404,0.1169932850235166,0.13089029738758787,0.8537690817979406,78.66637293805908,23.422197159152116,4.324775774914195,16.04417837421333,852.7910945927949,2.5263235754539677,0.15328130884467056,0.17367902344124314,1.0504160556491402,49067.0
im_207.7deg_frame_1.bmp,1834,913,25,25,1833.87991485655,913.2290115807973,0.10328936723093653,0.12993753945213746,71.90160484950765,24.879914856549874,3.9696267965215064,18.091035958378583,715.4482022720229,1.6847046687076588,0.10328936723093653,0.11518158624010928,0.6528340081705215,78.40382253568555,25.229011580797344,4.037953089813726,16.688483094869092,793.5758454646902,2.2744896624701614,0.12993753945213746,0.14532513248724133,0.8935596310703339,47135.0
im_213.4deg_frame_1.bmp,1870,910,25,25,1869.5416769053832,909.8126892698191,0.1309572035510205,0.11799155534147951,56.25535811999282,24.541676905383255,4.383242912841432,17.478267019360796,618.0866553945975,1.5244906288427273,0.1309572035510205,0.1488003191358153,0.6411630544812772,56.27612130473699,24.812689269819113,4.196502559070679,16.740548637527038,591.9725701479011,1.430336800446158,0.11799155534147951,0.1328999014610194,0.579928998550617,45938.0
im_238.0deg_frame_1.bmp,1945,902,25,25,1944.4815190414347,902.2472083193977,0.09115841609800181,0.13394175612559964,52.14046317774073,24.481519041434712,4.0678198187391805,16.52698265429972,531.6508675371088,1.0538948636089254,0.09115841609800181,0.10208700255116956,0.4165179980680659,49.53732325340264,25.24720831939773,4.531091621596339,16.767337606604922,562.6331461381903,1.332064193808061,0.13394175612559964,0.1533038201119113,0.5765183766417182,44604.0
