im_166.6deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,24.0,41.0,74.0,126.0,167.0,204.0,212.0,214.0,182.0,152.0,109.0,74.0,47.0,33.0,25.0,22.0,18.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_175.0deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,20.0,26.0,43.0,79.0,118.0,172.0,198.0,218.0,203.0,177.0,134.0,103.0,70.0,53.0,33.0,24.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_172.1deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,21.0,37.0,65.0,110.0,168.0,204.0,229.0,225.0,213.0,171.0,125.0,82.0,57.0,39.0,29.0,21.0,18.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_169.3deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,23.0,41.0,78.0,125.0,175.0,210.0,214.0,211.0,177.0,138.0,97.0,67.0,46.0,34.0,25.0,21.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_184.2deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,20.0,21.0,25.0,28.0,33.0,45.0,66.0,93.0,124.0,148.0,167.0,179.0,183.0,161.0,131.0,87.0,60.0,42.0,30.0,20.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_181.1deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,20.0,25.0,34.0,57.0,85.0,116.0,144.0,174.0,180.0,188.0,167.0,139.0,106.0,79.0,48.0,29.0,19.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_178.0deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,20.0,26.0,39.0,65.0,113.0,141.0,182.0,196.0,208.0,187.0,162.0,131.0,101.0,68.0,46.0,28.0,19.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_191.0deg_frame_1,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,16.0,16.0,15.0,16.0,18.0,19.0,22.0,24.0,26.0,30.0,31.0,40.0,55.0,81.0,110.0,138.0,152.0,156.0,140.0,135.0,116.0,92.0,66.0,49.0,36.0,22.0,17.0,14.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0
im_187.5deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,16.0,17.0,20.0,22.0,23.0,28.0,32.0,46.0,63.0,86.0,110.0,149.0,161.0,176.0,172.0,157.0,125.0,96.0,67.0,45.0,33.0,21.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_202.9deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,17.0,16.0,16.0,19.0,23.0,28.0,29.0,35.0,38.0,48.0,54.0,65.0,71.0,76.0,78.0,88.0,91.0,101.0,96.0,84.0,62.0,45.0,32.0,23.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
